descripcion,decision
El delantero despeja con fuerza cerca del arco,Offside
El delantero anota un gol durante un córner,Sin infracción
El arquero bloquea el disparo con la mano fuera del área,Amarilla
El delantero empuja a un rival durante un córner,Gol válido
El lateral empuja a un rival al borde del área,Penal
El delantero salta con el codo levantado durante un córner,Sin infracción
El mediocampista comete infracción desde atrás cerca del arco,Tiro libre
El mediocampista pisa al rival después de un rebote,Amarilla
El arquero empuja a un rival fuera del área,Penal
El defensor realiza una entrada peligrosa cerca del arco,Roja
El arquero realiza una entrada peligrosa en el mediocampo,Roja
El mediocampista comete falta sin balón cerca del arco,Gol anulado
El delantero comete falta dentro del área al borde del área,Amarilla
El lateral comete falta sin balón al borde del área,Offside
El defensor toma la pelota con la mano en el mediocampo,Gol anulado
El mediocampista bloquea el disparo con la mano fuera del área,Gol válido
El defensor toma la pelota con la mano al borde del área,Penal
El defensor comete falta sin balón después de un rebote,Offside
El mediocampista toca la pelota con la mano en el mediocampo,Gol válido
El defensor despeja con fuerza al borde del área,Sin infracción
El mediocampista toma la pelota con la mano fuera del área,Amarilla
El lateral bloquea el disparo con la mano tras revisión VAR,Offside
El lateral toma la pelota con la mano en el mediocampo,Sin infracción
El mediocampista pisa al rival fuera del área,No penal
El defensor comete infracción desde atrás al borde del área,No penal
El mediocampista realiza una entrada peligrosa tras revisión VAR,Roja
El mediocampista toma la pelota con la mano durante un córner,No penal
El arquero comete falta dentro del área después de un rebote,Gol anulado
El defensor comete infracción desde atrás dentro del área,Penal
El mediocampista comete falta dentro del área en el mediocampo,Gol anulado
El defensor toma la pelota con la mano dentro del área,Penal
El arquero despeja con fuerza fuera del área,No penal
El lateral toca la pelota con la mano al borde del área,Offside
El defensor salta con el codo levantado dentro del área,Roja
El mediocampista toma la pelota con la mano durante un córner,Roja
El arquero comete falta sin balón al borde del área,Gol válido
El lateral empuja a un rival al borde del área,Penal
El arquero comete falta dentro del área al borde del área,No penal
El defensor empuja a un rival dentro del área,Penal
El arquero toma la pelota con la mano fuera del área,Sin infracción
El defensor salta con el codo levantado durante un córner,Penal
El mediocampista toca la pelota con la mano cerca del arco,Sin infracción
El mediocampista comete falta dentro del área durante un córner,Tiro libre
El arquero anota un gol después de un rebote,Gol válido
El lateral pisa al rival al borde del área,Tiro libre
El lateral despeja con fuerza dentro del área,Sin infracción
El arquero comete infracción desde atrás dentro del área,Roja
El mediocampista toma la pelota con la mano fuera del área,Roja
El mediocampista comete falta sin balón al borde del área,Sin infracción
El mediocampista despeja con fuerza fuera del área,Gol válido
El lateral toma la pelota con la mano tras revisión VAR,Gol anulado
El delantero despeja con fuerza en el mediocampo,Roja
El defensor anota un gol en el mediocampo,Penal
El delantero pisa al rival cerca del arco,Offside
El defensor anota un gol tras revisión VAR,Gol válido
El lateral empuja a un rival tras revisión VAR,Sin infracción
El delantero realiza una entrada peligrosa cerca del arco,Roja
El arquero bloquea el disparo con la mano durante un córner,Amarilla
El delantero comete falta dentro del área tras revisión VAR,Offside
El delantero salta con el codo levantado al borde del área,Tiro libre
El delantero pisa al rival en el mediocampo,Amarilla
El mediocampista salta con el codo levantado durante un córner,No penal
El lateral empuja a un rival dentro del área,Penal
El defensor realiza una entrada peligrosa después de un rebote,Roja
El mediocampista despeja con fuerza cerca del arco,Sin infracción
El arquero comete infracción desde atrás tras revisión VAR,Gol anulado
El mediocampista comete infracción desde atrás al borde del área,Gol anulado
El defensor comete falta sin balón al borde del área,Gol anulado
El mediocampista salta con el codo levantado en el mediocampo,Roja
El arquero bloquea el disparo con la mano cerca del arco,Amarilla
El arquero toca la pelota con la mano en el mediocampo,Gol válido
El arquero comete falta dentro del área al borde del área,Amarilla
El mediocampista despeja con fuerza al borde del área,Amarilla
El lateral bloquea el disparo con la mano tras revisión VAR,Tiro libre
El arquero anota un gol fuera del área,Tiro libre
El delantero salta con el codo levantado tras revisión VAR,Amarilla
El lateral toca la pelota con la mano cerca del arco,Amarilla
El defensor salta con el codo levantado en el mediocampo,Gol anulado
El mediocampista toma la pelota con la mano tras revisión VAR,Gol anulado
El delantero empuja a un rival durante un córner,Offside
El arquero realiza una entrada peligrosa al borde del área,Roja
El defensor comete falta dentro del área durante un córner,Roja
El delantero salta con el codo levantado fuera del área,Tiro libre
El lateral empuja a un rival después de un rebote,Tiro libre
El delantero salta con el codo levantado cerca del arco,Penal
El mediocampista comete falta dentro del área al borde del área,Offside
El arquero toma la pelota con la mano después de un rebote,Sin infracción
El delantero comete falta dentro del área en el mediocampo,Gol anulado
El lateral comete falta sin balón tras revisión VAR,Gol válido
El mediocampista toma la pelota con la mano al borde del área,Amarilla
El defensor comete falta sin balón tras revisión VAR,Gol anulado
El lateral toma la pelota con la mano tras revisión VAR,Offside
El defensor realiza una entrada peligrosa tras revisión VAR,Roja
El lateral bloquea el disparo con la mano fuera del área,Offside
El mediocampista pisa al rival en el mediocampo,Tiro libre
El mediocampista comete falta sin balón después de un rebote,Roja
El arquero comete falta sin balón fuera del área,Gol anulado
El mediocampista bloquea el disparo con la mano durante un córner,Offside
El lateral realiza una entrada peligrosa dentro del área,Roja
El defensor salta con el codo levantado fuera del área,Offside
El arquero comete infracción desde atrás durante un córner,Gol anulado
El lateral comete falta sin balón dentro del área,Sin infracción
El mediocampista bloquea el disparo con la mano al borde del área,Penal
El mediocampista realiza una entrada peligrosa en el mediocampo,Roja
El lateral toma la pelota con la mano durante un córner,Gol válido
El mediocampista toca la pelota con la mano en el mediocampo,Gol anulado
El defensor comete falta sin balón en el mediocampo,Offside
El lateral comete falta sin balón en el mediocampo,Sin infracción
El mediocampista comete falta sin balón cerca del arco,Gol anulado
El mediocampista pisa al rival dentro del área,Roja
El lateral bloquea el disparo con la mano dentro del área,Roja
El delantero toma la pelota con la mano después de un rebote,Amarilla
El mediocampista comete falta dentro del área cerca del arco,Tiro libre
El lateral comete infracción desde atrás tras revisión VAR,Amarilla
El arquero bloquea el disparo con la mano en el mediocampo,Roja
El mediocampista comete falta sin balón en el mediocampo,Gol anulado
El mediocampista anota un gol al borde del área,Tiro libre
El arquero empuja a un rival durante un córner,Tiro libre
El mediocampista toca la pelota con la mano dentro del área,Amarilla
El arquero anota un gol fuera del área,Roja
El defensor despeja con fuerza dentro del área,Amarilla
El lateral toca la pelota con la mano cerca del arco,Sin infracción
El delantero pisa al rival durante un córner,Offside
El delantero comete falta dentro del área durante un córner,Amarilla
El defensor comete infracción desde atrás al borde del área,Penal
El mediocampista bloquea el disparo con la mano al borde del área,Roja
El lateral comete falta sin balón durante un córner,Amarilla
El lateral pisa al rival tras revisión VAR,Amarilla
El lateral bloquea el disparo con la mano al borde del área,Offside
El delantero pisa al rival después de un rebote,Sin infracción
El mediocampista realiza una entrada peligrosa al borde del área,Roja
El lateral salta con el codo levantado durante un córner,Roja
El defensor comete falta dentro del área cerca del arco,Amarilla
El delantero comete falta sin balón fuera del área,Roja
El arquero toma la pelota con la mano fuera del área,Sin infracción
El delantero anota un gol dentro del área,Offside
El delantero anota un gol durante un córner,Roja
El delantero salta con el codo levantado al borde del área,Roja
El delantero comete infracción desde atrás al borde del área,Tiro libre
El defensor salta con el codo levantado dentro del área,Amarilla
El mediocampista comete falta sin balón en el mediocampo,Offside
El arquero comete falta dentro del área después de un rebote,Gol anulado
El mediocampista toca la pelota con la mano tras revisión VAR,Tiro libre
El lateral comete infracción desde atrás en el mediocampo,No penal
El arquero toca la pelota con la mano durante un córner,Roja
El delantero empuja a un rival cerca del arco,No penal
El lateral pisa al rival después de un rebote,No penal
El defensor comete infracción desde atrás después de un rebote,Roja
El lateral toma la pelota con la mano en el mediocampo,Sin infracción
El mediocampista salta con el codo levantado cerca del arco,Offside
El lateral comete falta dentro del área fuera del área,No penal
El defensor toca la pelota con la mano fuera del área,Penal
El defensor salta con el codo levantado durante un córner,Roja
El defensor empuja a un rival en el mediocampo,Tiro libre
El lateral realiza una entrada peligrosa en el mediocampo,Roja
El delantero toma la pelota con la mano durante un córner,Amarilla
El arquero realiza una entrada peligrosa cerca del arco,Roja
El delantero pisa al rival en el mediocampo,Offside
El defensor comete falta sin balón en el mediocampo,Amarilla
El mediocampista bloquea el disparo con la mano fuera del área,Sin infracción
El mediocampista comete infracción desde atrás tras revisión VAR,Offside
El mediocampista comete falta sin balón después de un rebote,No penal
El arquero comete falta sin balón dentro del área,Roja
El arquero salta con el codo levantado durante un córner,Roja
El defensor empuja a un rival cerca del arco,Offside
El delantero despeja con fuerza al borde del área,Gol válido
El defensor toma la pelota con la mano durante un córner,Offside
El arquero despeja con fuerza en el mediocampo,Sin infracción
El mediocampista comete falta sin balón fuera del área,Roja
El lateral toma la pelota con la mano dentro del área,Gol anulado
El delantero realiza una entrada peligrosa en el mediocampo,Roja
El delantero salta con el codo levantado fuera del área,Roja
El lateral toca la pelota con la mano durante un córner,Penal
El arquero bloquea el disparo con la mano después de un rebote,Gol válido
El defensor toca la pelota con la mano en el mediocampo,Tiro libre
El defensor toca la pelota con la mano durante un córner,Penal
El lateral salta con el codo levantado durante un córner,Tiro libre
El lateral anota un gol tras revisión VAR,Gol válido
El arquero toma la pelota con la mano al borde del área,Sin infracción
El delantero anota un gol al borde del área,Amarilla
El lateral toca la pelota con la mano en el mediocampo,No penal
El mediocampista toma la pelota con la mano en el mediocampo,Sin infracción
El defensor anota un gol en el mediocampo,Amarilla
El lateral realiza una entrada peligrosa fuera del área,Roja
El arquero pisa al rival en el mediocampo,Tiro libre
El mediocampista anota un gol en el mediocampo,Amarilla
El arquero anota un gol cerca del arco,No penal
El delantero pisa al rival cerca del arco,No penal
El delantero salta con el codo levantado durante un córner,Gol anulado
El arquero realiza una entrada peligrosa tras revisión VAR,Roja
El arquero comete infracción desde atrás fuera del área,Gol anulado
El arquero comete falta dentro del área fuera del área,Amarilla
El defensor bloquea el disparo con la mano después de un rebote,No penal
El mediocampista salta con el codo levantado al borde del área,Tiro libre
El mediocampista realiza una entrada peligrosa fuera del área,Roja
El delantero bloquea el disparo con la mano en el mediocampo,Sin infracción
El arquero empuja a un rival durante un córner,Amarilla
El delantero comete falta dentro del área al borde del área,Sin infracción
El mediocampista pisa al rival tras revisión VAR,No penal
El defensor bloquea el disparo con la mano en el mediocampo,Gol válido
El arquero despeja con fuerza cerca del arco,Sin infracción
El lateral comete infracción desde atrás durante un córner,Gol válido
El delantero despeja con fuerza al borde del área,Gol válido
El delantero empuja a un rival al borde del área,Penal
El mediocampista comete infracción desde atrás tras revisión VAR,Sin infracción
El lateral comete falta dentro del área en el mediocampo,No penal
El arquero toca la pelota con la mano en el mediocampo,Roja
El defensor anota un gol cerca del arco,Sin infracción
El arquero comete falta sin balón después de un rebote,No penal
El mediocampista empuja a un rival al borde del área,Penal
El lateral comete infracción desde atrás después de un rebote,Gol válido
El mediocampista salta con el codo levantado fuera del área,Amarilla
El arquero anota un gol durante un córner,Gol anulado
El arquero toca la pelota con la mano tras revisión VAR,Tiro libre
El mediocampista comete falta dentro del área al borde del área,Penal
El delantero comete infracción desde atrás tras revisión VAR,Sin infracción
El defensor realiza una entrada peligrosa en el mediocampo,Roja
El defensor realiza una entrada peligrosa al borde del área,Roja
El defensor comete falta dentro del área cerca del arco,Amarilla
El arquero comete falta dentro del área durante un córner,Roja
El arquero empuja a un rival cerca del arco,Gol anulado
El mediocampista pisa al rival fuera del área,Roja
El defensor empuja a un rival después de un rebote,No penal
El mediocampista despeja con fuerza fuera del área,Roja
El defensor comete falta sin balón al borde del área,Tiro libre
El delantero bloquea el disparo con la mano en el mediocampo,No penal
El arquero despeja con fuerza tras revisión VAR,Penal
El lateral toca la pelota con la mano dentro del área,Roja
El defensor bloquea el disparo con la mano dentro del área,Penal
El lateral toca la pelota con la mano fuera del área,Offside
El defensor despeja con fuerza dentro del área,Tiro libre
El delantero comete falta sin balón fuera del área,Sin infracción
El lateral bloquea el disparo con la mano dentro del área,Offside
El mediocampista pisa al rival después de un rebote,Gol anulado
El delantero salta con el codo levantado cerca del arco,Tiro libre
El delantero salta con el codo levantado durante un córner,Penal
El mediocampista despeja con fuerza cerca del arco,Penal
El lateral comete infracción desde atrás tras revisión VAR,Gol válido
El delantero comete falta dentro del área durante un córner,Gol anulado
El mediocampista toca la pelota con la mano tras revisión VAR,Gol válido
El defensor bloquea el disparo con la mano tras revisión VAR,Roja
El lateral comete falta dentro del área durante un córner,Tiro libre
El mediocampista toma la pelota con la mano durante un córner,Gol válido
El defensor salta con el codo levantado en el mediocampo,Gol válido
El lateral realiza una entrada peligrosa durante un córner,Roja
El lateral salta con el codo levantado durante un córner,Roja
El arquero bloquea el disparo con la mano cerca del arco,Amarilla
El lateral despeja con fuerza después de un rebote,Offside
El lateral comete infracción desde atrás dentro del área,Offside
El mediocampista comete infracción desde atrás fuera del área,Offside
El mediocampista comete falta sin balón dentro del área,Sin infracción
El delantero toca la pelota con la mano cerca del arco,Sin infracción
El delantero pisa al rival fuera del área,Penal
El lateral comete infracción desde atrás después de un rebote,Penal
El arquero toca la pelota con la mano tras revisión VAR,Amarilla
El defensor bloquea el disparo con la mano cerca del arco,Penal
El delantero comete infracción desde atrás durante un córner,Offside
El delantero toma la pelota con la mano al borde del área,Penal
El arquero comete falta dentro del área en el mediocampo,Roja
El mediocampista anota un gol dentro del área,Amarilla
El arquero despeja con fuerza al borde del área,Penal
El defensor pisa al rival después de un rebote,Amarilla
El delantero pisa al rival después de un rebote,Gol anulado
El delantero realiza una entrada peligrosa después de un rebote,Roja
El lateral pisa al rival tras revisión VAR,Offside
El lateral toma la pelota con la mano en el mediocampo,Gol válido
El mediocampista bloquea el disparo con la mano durante un córner,No penal
El lateral despeja con fuerza después de un rebote,Offside
El mediocampista comete infracción desde atrás durante un córner,Penal
El defensor comete falta sin balón al borde del área,Offside
El defensor comete falta sin balón dentro del área,Roja
El mediocampista salta con el codo levantado en el mediocampo,Offside
El mediocampista toca la pelota con la mano después de un rebote,Amarilla
El lateral comete infracción desde atrás tras revisión VAR,Sin infracción
El arquero bloquea el disparo con la mano en el mediocampo,Amarilla
El mediocampista despeja con fuerza fuera del área,Sin infracción
El delantero comete falta sin balón cerca del arco,No penal
El defensor realiza una entrada peligrosa después de un rebote,Roja
El delantero salta con el codo levantado en el mediocampo,Gol anulado
El arquero salta con el codo levantado dentro del área,Amarilla
El arquero anota un gol fuera del área,Sin infracción
El arquero despeja con fuerza después de un rebote,Gol anulado
El defensor realiza una entrada peligrosa durante un córner,Roja
El lateral comete falta sin balón en el mediocampo,Roja
El arquero bloquea el disparo con la mano cerca del arco,Gol anulado
El delantero realiza una entrada peligrosa después de un rebote,Roja
El lateral toma la pelota con la mano en el mediocampo,No penal
El arquero anota un gol en el mediocampo,Tiro libre
El defensor realiza una entrada peligrosa en el mediocampo,Roja
El mediocampista empuja a un rival durante un córner,Gol anulado
El defensor comete falta dentro del área tras revisión VAR,Roja
El delantero despeja con fuerza tras revisión VAR,Offside
El lateral toca la pelota con la mano fuera del área,Penal
El mediocampista comete falta sin balón dentro del área,Gol válido
El defensor despeja con fuerza dentro del área,Gol válido
El arquero comete infracción desde atrás al borde del área,Gol válido
El defensor toma la pelota con la mano durante un córner,Roja
El lateral comete infracción desde atrás al borde del área,Sin infracción
El defensor realiza una entrada peligrosa fuera del área,Roja
El defensor toca la pelota con la mano fuera del área,Penal
El delantero empuja a un rival dentro del área,Penal
El defensor realiza una entrada peligrosa dentro del área,Roja
El delantero comete infracción desde atrás dentro del área,Penal
El mediocampista toma la pelota con la mano después de un rebote,Offside
El defensor anota un gol fuera del área,Amarilla
El delantero empuja a un rival después de un rebote,Tiro libre
El mediocampista bloquea el disparo con la mano dentro del área,Offside
El defensor pisa al rival al borde del área,Offside
El lateral comete falta sin balón durante un córner,Sin infracción
El lateral bloquea el disparo con la mano dentro del área,Gol anulado
El lateral salta con el codo levantado después de un rebote,Amarilla
El defensor realiza una entrada peligrosa fuera del área,Roja
El mediocampista comete falta sin balón cerca del arco,Sin infracción
El delantero empuja a un rival fuera del área,Penal
El mediocampista salta con el codo levantado dentro del área,Sin infracción
El defensor bloquea el disparo con la mano después de un rebote,No penal
El lateral comete falta dentro del área tras revisión VAR,No penal
El arquero comete falta dentro del área fuera del área,Tiro libre
El delantero bloquea el disparo con la mano cerca del arco,Gol anulado
El defensor toma la pelota con la mano después de un rebote,Offside
El arquero toma la pelota con la mano tras revisión VAR,Sin infracción
El delantero empuja a un rival durante un córner,Amarilla
El defensor despeja con fuerza tras revisión VAR,No penal
El defensor despeja con fuerza dentro del área,Sin infracción
El delantero comete falta dentro del área durante un córner,No penal
El lateral toca la pelota con la mano al borde del área,Offside
El arquero realiza una entrada peligrosa fuera del área,Roja
El delantero anota un gol cerca del arco,Amarilla
El lateral comete infracción desde atrás cerca del arco,Gol válido
El arquero pisa al rival tras revisión VAR,Roja
El lateral toca la pelota con la mano cerca del arco,Penal
El arquero toma la pelota con la mano dentro del área,Sin infracción
El delantero pisa al rival al borde del área,Offside
El lateral despeja con fuerza dentro del área,Offside
El mediocampista realiza una entrada peligrosa dentro del área,Roja
El mediocampista bloquea el disparo con la mano tras revisión VAR,Gol anulado
El defensor anota un gol cerca del arco,Amarilla
El defensor bloquea el disparo con la mano después de un rebote,No penal
El delantero comete falta dentro del área durante un córner,Tiro libre
El lateral toma la pelota con la mano cerca del arco,Tiro libre
El mediocampista realiza una entrada peligrosa dentro del área,Roja
El defensor realiza una entrada peligrosa durante un córner,Roja
El lateral comete falta dentro del área durante un córner,Gol anulado
El mediocampista despeja con fuerza dentro del área,Amarilla
El mediocampista bloquea el disparo con la mano tras revisión VAR,Offside
El delantero comete infracción desde atrás después de un rebote,Gol válido
El defensor realiza una entrada peligrosa cerca del arco,Roja
El delantero anota un gol en el mediocampo,Penal
El lateral salta con el codo levantado después de un rebote,Offside
El delantero toca la pelota con la mano después de un rebote,Roja
El mediocampista comete infracción desde atrás fuera del área,Penal
El defensor comete infracción desde atrás en el mediocampo,Gol anulado
El defensor empuja a un rival durante un córner,Penal
El lateral toca la pelota con la mano al borde del área,Sin infracción
El delantero realiza una entrada peligrosa después de un rebote,Roja
El arquero comete falta dentro del área en el mediocampo,Gol anulado
El defensor toca la pelota con la mano al borde del área,Penal
El arquero comete falta dentro del área fuera del área,Roja
El lateral despeja con fuerza al borde del área,Tiro libre
El defensor toca la pelota con la mano durante un córner,Roja
El mediocampista comete falta dentro del área tras revisión VAR,Tiro libre
El defensor comete falta sin balón cerca del arco,Offside
El defensor comete falta sin balón cerca del arco,Sin infracción
El lateral anota un gol tras revisión VAR,Tiro libre
El delantero salta con el codo levantado en el mediocampo,Roja
El delantero toma la pelota con la mano dentro del área,Roja
El arquero toca la pelota con la mano dentro del área,Amarilla
El defensor despeja con fuerza tras revisión VAR,Tiro libre
El defensor comete infracción desde atrás después de un rebote,Gol válido
El delantero anota un gol cerca del arco,No penal
El mediocampista realiza una entrada peligrosa tras revisión VAR,Roja
El arquero toma la pelota con la mano cerca del arco,Sin infracción
El mediocampista pisa al rival tras revisión VAR,Roja
El mediocampista despeja con fuerza al borde del área,Offside
El arquero toma la pelota con la mano al borde del área,Sin infracción
El delantero comete falta dentro del área dentro del área,Amarilla
El defensor pisa al rival durante un córner,Offside
El delantero anota un gol después de un rebote,Sin infracción
El lateral despeja con fuerza dentro del área,Gol anulado
El mediocampista realiza una entrada peligrosa fuera del área,Roja
El delantero anota un gol al borde del área,Penal
El lateral empuja a un rival en el mediocampo,Tiro libre
El arquero comete infracción desde atrás cerca del arco,Roja
El lateral comete falta dentro del área tras revisión VAR,Offside
El defensor pisa al rival durante un córner,Gol válido
El arquero toca la pelota con la mano tras revisión VAR,Gol anulado
El defensor comete falta sin balón cerca del arco,Gol válido
El lateral comete falta sin balón durante un córner,Gol válido
El arquero empuja a un rival tras revisión VAR,Roja
El mediocampista anota un gol después de un rebote,Sin infracción
El lateral comete falta sin balón en el mediocampo,No penal
El delantero despeja con fuerza en el mediocampo,Tiro libre
El delantero despeja con fuerza en el mediocampo,Amarilla
El mediocampista bloquea el disparo con la mano al borde del área,Tiro libre
El delantero comete infracción desde atrás después de un rebote,Penal
El mediocampista toca la pelota con la mano dentro del área,Offside
El defensor despeja con fuerza en el mediocampo,Gol anulado
El delantero comete falta dentro del área fuera del área,Gol válido
El mediocampista anota un gol dentro del área,Amarilla
El mediocampista toca la pelota con la mano durante un córner,Amarilla
El mediocampista comete infracción desde atrás al borde del área,Offside
El lateral pisa al rival dentro del área,Roja
El mediocampista despeja con fuerza en el mediocampo,Penal
El arquero anota un gol tras revisión VAR,Roja
El mediocampista toca la pelota con la mano en el mediocampo,Gol anulado
El mediocampista despeja con fuerza fuera del área,Tiro libre
El arquero pisa al rival después de un rebote,No penal
El defensor comete infracción desde atrás durante un córner,Tiro libre
El arquero pisa al rival cerca del arco,Offside
El mediocampista salta con el codo levantado dentro del área,Gol válido
El defensor despeja con fuerza durante un córner,Offside
El lateral toma la pelota con la mano al borde del área,Gol válido
El lateral bloquea el disparo con la mano cerca del arco,Tiro libre
El defensor anota un gol dentro del área,Amarilla
El lateral pisa al rival al borde del área,Gol anulado
El arquero realiza una entrada peligrosa tras revisión VAR,Roja
El mediocampista bloquea el disparo con la mano después de un rebote,Offside
El defensor toca la pelota con la mano al borde del área,Penal
El mediocampista comete infracción desde atrás durante un córner,Gol anulado
El defensor comete falta dentro del área cerca del arco,Tiro libre
El delantero despeja con fuerza tras revisión VAR,Gol anulado
El defensor bloquea el disparo con la mano después de un rebote,Gol válido
El arquero comete falta sin balón durante un córner,Tiro libre
El arquero comete falta sin balón durante un córner,Roja
El lateral comete falta sin balón dentro del área,Amarilla
El mediocampista comete falta dentro del área fuera del área,Tiro libre
El defensor comete infracción desde atrás fuera del área,Gol anulado
El mediocampista despeja con fuerza después de un rebote,Sin infracción
El mediocampista comete infracción desde atrás dentro del área,Tiro libre
El mediocampista empuja a un rival al borde del área,Penal
El mediocampista comete falta dentro del área durante un córner,Amarilla
El lateral anota un gol al borde del área,Gol anulado
El lateral comete falta dentro del área fuera del área,Amarilla
El lateral comete falta sin balón cerca del arco,Roja
El lateral comete infracción desde atrás durante un córner,Penal
El delantero pisa al rival cerca del arco,Penal
El mediocampista salta con el codo levantado dentro del área,Gol anulado
El defensor despeja con fuerza durante un córner,Offside
El lateral comete falta dentro del área al borde del área,Gol válido
El delantero bloquea el disparo con la mano durante un córner,Gol anulado
El mediocampista comete falta dentro del área en el mediocampo,Gol válido
El arquero toma la pelota con la mano cerca del arco,Sin infracción
El lateral comete falta sin balón tras revisión VAR,Tiro libre
El mediocampista despeja con fuerza fuera del área,Sin infracción
El lateral toma la pelota con la mano durante un córner,Tiro libre
El lateral despeja con fuerza durante un córner,Roja
El defensor salta con el codo levantado en el mediocampo,Gol anulado
El mediocampista realiza una entrada peligrosa al borde del área,Roja
El arquero comete falta dentro del área en el mediocampo,Tiro libre
El arquero empuja a un rival después de un rebote,Tiro libre
El delantero despeja con fuerza durante un córner,Penal
El defensor pisa al rival al borde del área,Gol válido
El arquero pisa al rival cerca del arco,Tiro libre
El defensor comete infracción desde atrás cerca del arco,Offside
El arquero pisa al rival después de un rebote,Gol anulado
El lateral salta con el codo levantado tras revisión VAR,Amarilla
El mediocampista comete falta sin balón en el mediocampo,Offside
El delantero toma la pelota con la mano al borde del área,Roja
El mediocampista despeja con fuerza tras revisión VAR,Roja
El arquero toca la pelota con la mano cerca del arco,Penal
El delantero pisa al rival dentro del área,Gol válido
El mediocampista bloquea el disparo con la mano cerca del arco,Sin infracción
El lateral pisa al rival dentro del área,Amarilla
El defensor anota un gol fuera del área,Gol anulado
El arquero pisa al rival durante un córner,Gol válido
El arquero anota un gol tras revisión VAR,Offside
El lateral comete falta sin balón tras revisión VAR,Amarilla
El lateral toca la pelota con la mano cerca del arco,Amarilla
El arquero comete infracción desde atrás durante un córner,Gol válido
El lateral comete falta sin balón durante un córner,Sin infracción
El delantero empuja a un rival tras revisión VAR,Penal
El arquero anota un gol al borde del área,Tiro libre
El defensor pisa al rival cerca del arco,Amarilla
El mediocampista comete infracción desde atrás dentro del área,Roja
El arquero empuja a un rival cerca del arco,Penal
El arquero despeja con fuerza fuera del área,No penal
El arquero salta con el codo levantado tras revisión VAR,Sin infracción
El delantero salta con el codo levantado después de un rebote,No penal
El arquero despeja con fuerza tras revisión VAR,Roja
El lateral bloquea el disparo con la mano dentro del área,No penal
El mediocampista anota un gol al borde del área,Tiro libre
El defensor anota un gol cerca del arco,Gol anulado
El defensor despeja con fuerza al borde del área,Offside
El lateral salta con el codo levantado en el mediocampo,Gol válido
El lateral comete infracción desde atrás cerca del arco,Amarilla
El defensor bloquea el disparo con la mano dentro del área,Penal
El defensor comete falta dentro del área durante un córner,Gol válido
El mediocampista pisa al rival durante un córner,No penal
El mediocampista pisa al rival en el mediocampo,Tiro libre
El mediocampista comete falta dentro del área al borde del área,Sin infracción
El arquero bloquea el disparo con la mano al borde del área,Offside
El delantero comete falta sin balón al borde del área,Gol anulado
El mediocampista toca la pelota con la mano fuera del área,Offside
El delantero salta con el codo levantado cerca del arco,Roja
El mediocampista realiza una entrada peligrosa fuera del área,Roja
El mediocampista comete falta sin balón en el mediocampo,No penal
El lateral anota un gol dentro del área,Tiro libre
El arquero realiza una entrada peligrosa después de un rebote,Roja
El defensor comete infracción desde atrás durante un córner,Tiro libre
El arquero salta con el codo levantado fuera del área,No penal
El lateral comete falta dentro del área al borde del área,No penal
El defensor realiza una entrada peligrosa fuera del área,Roja
El lateral bloquea el disparo con la mano durante un córner,Sin infracción
El arquero comete infracción desde atrás dentro del área,Penal
El mediocampista pisa al rival en el mediocampo,Sin infracción
El arquero salta con el codo levantado fuera del área,Gol anulado
El lateral empuja a un rival después de un rebote,Amarilla
El lateral toma la pelota con la mano dentro del área,Amarilla
El defensor comete falta dentro del área en el mediocampo,Sin infracción
El mediocampista salta con el codo levantado después de un rebote,No penal
El lateral toma la pelota con la mano cerca del arco,Sin infracción
El defensor anota un gol cerca del arco,Amarilla
El defensor anota un gol en el mediocampo,No penal
El arquero toca la pelota con la mano en el mediocampo,Gol anulado
El mediocampista anota un gol después de un rebote,No penal
El arquero empuja a un rival cerca del arco,Penal
El lateral pisa al rival después de un rebote,Amarilla
El lateral toma la pelota con la mano dentro del área,Sin infracción
El arquero salta con el codo levantado dentro del área,No penal
El delantero comete falta sin balón al borde del área,Roja
El arquero toma la pelota con la mano cerca del arco,Sin infracción
El arquero salta con el codo levantado durante un córner,Sin infracción
El mediocampista comete falta dentro del área al borde del área,Tiro libre
El mediocampista salta con el codo levantado cerca del arco,Roja
El arquero comete falta sin balón cerca del arco,Tiro libre
El mediocampista comete falta sin balón en el mediocampo,Gol válido
El defensor comete falta dentro del área durante un córner,Penal
El mediocampista comete infracción desde atrás tras revisión VAR,Gol válido
El arquero anota un gol en el mediocampo,Gol válido
El mediocampista realiza una entrada peligrosa cerca del arco,Roja
El mediocampista pisa al rival en el mediocampo,Tiro libre
El delantero despeja con fuerza en el mediocampo,Amarilla
El mediocampista bloquea el disparo con la mano cerca del arco,Offside
El arquero comete infracción desde atrás durante un córner,Gol anulado
El mediocampista anota un gol dentro del área,Tiro libre
El defensor pisa al rival cerca del arco,Offside
El defensor comete falta dentro del área tras revisión VAR,No penal
El arquero bloquea el disparo con la mano durante un córner,Offside
El delantero comete falta dentro del área durante un córner,Sin infracción
El mediocampista empuja a un rival dentro del área,Penal
El defensor toma la pelota con la mano después de un rebote,Sin infracción
El mediocampista toma la pelota con la mano dentro del área,Gol anulado
El arquero pisa al rival dentro del área,Sin infracción
El mediocampista bloquea el disparo con la mano dentro del área,Tiro libre
El arquero despeja con fuerza durante un córner,Roja
El lateral toma la pelota con la mano durante un córner,Roja
El arquero toma la pelota con la mano después de un rebote,Sin infracción
